spin_up_1960.nc,688.54 MiB,09d6a323adf606b015d6bb4b717428214a2a99885186e9beeadbe3e5f8c22aa3 
spin_up_1990.nc,688.54 MiB,50ddb31044b15a36ad936a20510b2d76938be6a6c1c2db12a6ea14b45b620222 
spin_up_2030.nc,688.54 MiB,d3d71cb0976680c16373e18c71c277bfe844a5367bb48ed1f7c723ec44558b4c 
spin_up_2070.nc,688.54 MiB,fab6348d24e3354876862eb374457806da6af9b79cfd5b6ea411b4bf51a779c5 
static_quality_flags.nc,2.61 GiB,d492ef19e2a8939752900a768ea3c0aebb29cdb84847984aa5a448fc06400fdf 
